人,184,56,1.693147181,311.5390812
自分,121,25,2.386294361,288.7416177
お願い,113,31,2.098612289,237.1431886
月,88,33,2.098612289,184.6778814
癌,35,2,5.077537444,177.7138105
無料,54,15,2.945910149,159.079148
名古屋,49,12,3.197224577,156.6640043
がん,33,3,4.663561646,153.8975343
募集,35,9,3.564949357,124.7732275
医療,20,1,5.770684624,115.4136925
歌舞伎,22,2,5.077537444,111.7058238
笑,40,19,2.791759469,111.6703788
受験,25,4,4.36729583,109.1823957
ニュース,30,8,3.63905733,109.1717199
情報,34,13,3.197224577,108.7056356
消滅,21,2,5.077537444,106.6282863
世界,38,19,2.791759469,106.0868598
日本,36,19,2.791759469,100.5033409
勉強,31,12,3.197224577,99.1139619
国会,19,2,5.077537444,96.47321143
恋人,24,6,3.944438979,94.6665355
学生,26,8,3.63905733,94.61549057
写真,32,16,2.945910149,94.26912477
人生,32,16,2.945910149,94.26912477
楽天,20,3,4.663561646,93.27123292
伊勢,16,1,5.770684624,92.33095399
教育,16,1,5.770684624,92.33095399
長寿,16,1,5.770684624,92.33095399
聖書,18,2,5.077537444,91.39567399
商品,24,7,3.772588722,90.54212933
心,31,17,2.791759469,86.54454355
礼拝,17,2,5.077537444,86.31813655
マーケティング,17,2,5.077537444,86.31813655
ビジネス,25,10,3.397895273,84.94738182
クイズ,18,3,4.663561646,83.94410963
予防,18,3,4.663561646,83.94410963
おねがい,19,4,4.36729583,82.97862077
言葉,24,10,3.397895273,81.54948655
会議,16,2,5.077537444,81.2405991
仕事,29,17,2.791759469,80.96102461
作用,14,1,5.770684624,80.78958474
イベント,22,8,3.63905733,80.05926125
英語,17,3,4.663561646,79.28054798
コンテンツ,17,3,4.663561646,79.28054798
作品,21,7,3.772588722,79.22436317
出会い,24,12,3.197224577,76.73338986
前橋,13,1,5.770684624,75.01890012
意識,16,3,4.663561646,74.61698634
上映,16,3,4.663561646,74.61698634
神社,18,5,4.135494216,74.43889589
スタイル,17,4,4.36729583,74.24402911
開催,25,15,2.945910149,73.64775373
夏,20,8,3.63905733,72.78114659
メール,20,8,3.63905733,72.78114659
人間,26,17,2.791759469,72.5857462
顔,21,10,3.397895273,71.35580073
大学,20,9,3.564949357,71.29898715
参議院,14,2,5.077537444,71.08552421
羽生,14,2,5.077537444,71.08552421
経過,14,2,5.077537444,71.08552421
友,17,5,4.135494216,70.30340167
感謝,19,8,3.63905733,69.14208926
気,26,22,2.609437912,67.84538572
動詞,13,2,5.077537444,66.00798677
東京,22,15,2.945910149,64.81002328
先生,19,10,3.397895273,64.56001018
京都,19,10,3.397895273,64.56001018
ピックアップ,11,1,5.770684624,63.47753087
田,11,1,5.770684624,63.47753087
クロ,11,1,5.770684624,63.47753087
能,15,5,4.135494216,62.03241324
夢,15,5,4.135494216,62.03241324
時代,21,16,2.945910149,61.86411313
販売,17,8,3.63905733,61.8639746
全国,17,8,3.63905733,61.8639746
サイト,18,10,3.397895273,61.16211491
セックス,14,4,4.36729583,61.14214162
御礼,14,4,4.36729583,61.14214162
説明,12,2,5.077537444,60.93044933
研修,12,2,5.077537444,60.93044933
着物,13,3,4.663561646,60.6263014
場面,13,3,4.663561646,60.6263014
桃,13,3,4.663561646,60.6263014
マンガ,13,3,4.663561646,60.6263014
教会,13,3,4.663561646,60.6263014
初春,13,3,4.663561646,60.6263014
公演,16,7,3.772588722,60.36141956
営業,15,6,3.944438979,59.16658469
登録,16,8,3.63905733,58.22491727
会社,14,5,4.135494216,57.89691902
映画,14,5,4.135494216,57.89691902
更新,17,10,3.397895273,57.76421964
真喜,10,1,5.770684624,57.70684624
懐中時計,10,1,5.770684624,57.70684624
運河,10,1,5.770684624,57.70684624
喬,10,1,5.770684624,57.70684624
型,10,1,5.770684624,57.70684624
舞台,16,9,3.564949357,57.03918972
アート,13,4,4.36729583,56.77484579
土,13,4,4.36729583,56.77484579
お待ち,15,7,3.772588722,56.58883083
行動,15,7,3.772588722,56.58883083
友達,17,11,3.302585093,56.14394658
管理,12,3,4.663561646,55.96273975
落語,12,3,4.663561646,55.96273975
紅葉,11,2,5.077537444,55.85291188
喜び,11,2,5.077537444,55.85291188
プレゼント,15,8,3.63905733,54.58585994
クリスマス,15,8,3.63905733,54.58585994
大人,15,8,3.63905733,54.58585994
祭り,13,5,4.135494216,53.76142481
美容,13,5,4.135494216,53.76142481
目標,13,5,4.135494216,53.76142481
予約,13,5,4.135494216,53.76142481
購入,14,7,3.772588722,52.81624211
ネット,14,7,3.772588722,52.81624211
努力,12,4,4.36729583,52.40754996
牧師,9,1,5.770684624,51.93616162
王子,9,1,5.770684624,51.93616162
妖怪,9,1,5.770684624,51.93616162
最前線,9,1,5.770684624,51.93616162
日本一,11,3,4.663561646,51.29917811
群馬,11,3,4.663561646,51.29917811
力,15,10,3.397895273,50.96842909
原因,14,8,3.63905733,50.94680261
格別,10,2,5.077537444,50.77537444
医師,10,2,5.077537444,50.77537444
送料,10,2,5.077537444,50.77537444
愛顧,10,2,5.077537444,50.77537444
能楽,12,5,4.135494216,49.62593059
