自分,417,41,1.693147181,706.0423743
人,696,69,1,696
お願い,339,46,1.693147181,573.9768942
がん,126,3,4.465735903,562.6827238
消滅,101,2,4.891820298,494.0738501
月,286,45,1.693147181,484.2400936
癌,108,3,4.465735903,482.2994775
楽天,126,6,3.772588722,475.346179
名古屋,161,14,2.945910149,474.291534
歌舞伎,101,3,4.465735903,451.0393262
医療,105,4,4.17805383,438.6956522
商品,148,13,2.945910149,435.9947021
サイト,147,15,2.791759469,410.388642
長寿,81,2,4.891820298,396.2374441
受験,100,5,3.944438979,394.4438979
妖怪,87,3,4.465735903,388.5190235
衆議院,69,1,5.584967479,385.362756
ミャンマー,78,2,4.891820298,381.5619833
ビジネス,118,10,3.197224577,377.2725001
教育,95,5,3.944438979,374.721703
クイズ,82,3,4.465735903,366.190344
ピックアップ,63,1,5.584967479,351.8529512
勉強,146,23,2.386294361,348.3989767
カレン,61,1,5.584967479,340.6830162
委員,79,4,4.17805383,330.0662526
国会,83,5,3.944438979,327.3884353
更新,125,17,2.609437912,326.1797391
作用,64,2,4.891820298,313.0764991
経過,70,3,4.465735903,312.6015132
羽生,74,4,4.17805383,309.1759834
ニュース,109,16,2.791759469,304.3017821
予算,72,4,4.17805383,300.8198758
お知らせ,95,13,2.945910149,279.8614642
無料,107,18,2.609437912,279.2098566
動詞,57,2,4.891820298,278.833757
マンガ,84,9,3.302585093,277.4171478
ドラム,49,1,5.584967479,273.6634065
言葉,126,28,2.098612289,264.4251484
募集,89,14,2.945910149,262.1860033
英語,81,10,3.197224577,258.9751908
仕事,121,31,2.098612289,253.9320869
日本,148,40,1.693147181,250.5857827
懐中時計,44,1,5.584967479,245.7385691
クリスマス,115,26,2.098612289,241.3404132
作品,81,13,2.945910149,238.6187221
ライター,56,4,4.17805383,233.9710145
場面,73,10,3.197224577,233.3973941
説明,79,13,2.945910149,232.7269018
開催,97,21,2.386294361,231.470553
販売,77,13,2.945910149,226.8350815
人生,106,25,2.098612289,222.4529026
研修,49,3,4.465735903,218.8210592
恋人,58,6,3.772588722,218.8101459
意識,71,11,3.079441542,218.6403495
神社,60,7,3.63905733,218.3434398
観光,68,10,3.197224577,217.4112713
アート,52,4,4.17805383,217.2587992
女性,91,21,2.386294361,217.1527869
映画,82,17,2.609437912,213.9739088
クロ,54,5,3.944438979,212.9997049
送料,38,1,5.584967479,212.2287642
世界,124,33,1.693147181,209.9502504
美容,60,8,3.48490665,209.094399
上映,56,7,3.63905733,203.7872105
講座,54,6,3.772588722,203.719791
人間,97,29,2.098612289,203.565392
新潟,51,5,3.944438979,201.1663879
行動,65,12,3.079441542,200.1637002
笑,116,36,1.693147181,196.4050729
ツール,47,4,4.17805383,196.36853
伊勢,40,2,4.891820298,195.6728119
大学,69,15,2.791759469,192.6314034
おねがい,51,6,3.772588722,192.4020248
感謝,80,21,2.386294361,190.9035489
短縮,34,1,5.584967479,189.8888943
士郎,34,1,5.584967479,189.8888943
東京,90,31,2.098612289,188.875106
時代,90,28,2.098612289,188.875106
心,111,37,1.693147181,187.939337
会社,72,17,2.609437912,187.8795297
努力,61,11,3.079441542,187.845934
子ども,67,15,2.791759469,187.0478844
厳選,38,2,4.891820298,185.8891713
顔,71,19,2.609437912,185.2700918
名詞,33,1,5.584967479,184.3039268
イベント,59,11,3.079441542,181.687051
祭り,55,9,3.302585093,181.6421801
学生,69,18,2.609437912,180.051216
生活,69,17,2.609437912,180.051216
教会,43,4,4.17805383,179.6563147
子供,75,24,2.386294361,178.9720771
運河,32,1,5.584967479,178.7189593
マン,51,8,3.48490665,177.7302391
プレゼント,73,21,2.386294361,174.1994884
出品,35,2,4.891820298,171.2137104
医師,38,3,4.465735903,169.6979643
管理,43,5,3.944438979,169.6108761
最前線,30,1,5.584967479,167.5490244
成功,60,16,2.791759469,167.5055682
情報,68,21,2.386294361,162.2680166
限定,58,16,2.791759469,161.9220492
写真,77,31,2.098612289,161.5931462
セックス,33,2,4.891820298,161.4300698
スタイル,46,8,3.48490665,160.3057059
セミナー,42,6,3.772588722,158.4487263
アーティスト,42,6,3.772588722,158.4487263
目標,45,8,3.48490665,156.8207992
外科,32,2,4.891820298,156.5382495
栄,32,2,4.891820298,156.5382495
大人,65,20,2.386294361,155.1091335
力,58,18,2.609437912,151.3473989
動画,58,19,2.609437912,151.3473989
アロエ,27,1,5.584967479,150.7941219
大相撲,27,1,5.584967479,150.7941219
メール,47,10,3.197224577,150.2695551
原因,51,13,2.945910149,150.2414176
公演,43,8,3.48490665,149.8509859
監督,48,11,3.079441542,147.813194
失敗,50,14,2.945910149,147.2955075
フォロー,56,19,2.609437912,146.1285231
思考,40,7,3.63905733,145.5622932
中川,26,1,5.584967479,145.2091544
ゆう子,26,1,5.584967479,145.2091544
方法,52,16,2.791759469,145.1714924
おすすめ,45,10,3.197224577,143.875106
出会い,45,10,3.197224577,143.875106
礼拝,32,3,4.465735903,142.9035489
芸人,32,3,4.465735903,142.9035489
脚,34,4,4.17805383,142.0538302
中村,36,5,3.944438979,141.9998032
セット,39,7,3.63905733,141.9232359
夏,46,12,3.079441542,141.6543109
夢,54,17,2.609437912,140.9096473
愛知,44,10,3.197224577,140.6778814
旅,50,16,2.791759469,139.5879735
寺,40,8,3.48490665,139.396266
友,38,7,3.63905733,138.2841785
聖書,33,4,4.17805383,137.8757764
学校,49,16,2.791759469,136.796214
ホテル,39,8,3.48490665,135.9113593
購入,46,14,2.945910149,135.5118669
旅行,41,9,3.302585093,135.4059888
国技,24,1,5.584967479,134.0392195
習慣,32,4,4.17805383,133.6977226
営業,38,8,3.48490665,132.4264527
サービス,43,11,3.079441542,132.4159863
相手,50,19,2.609437912,130.4718956
爆笑,37,8,3.48490665,128.941546
病気,39,9,3.302585093,128.8008186
知識,35,7,3.63905733,127.3670065
プロ,43,14,2.945910149,126.6741364
文化,41,12,3.079441542,126.2571032
病院,38,9,3.302585093,125.4982335
出演,48,17,2.609437912,125.2530198
公開,48,18,2.609437912,125.2530198
男,59,28,2.098612289,123.818125
効果,40,12,3.079441542,123.1776617
予約,40,11,3.079441542,123.1776617
有名人,22,1,5.584967479,122.8692845
友達,47,17,2.609437912,122.6435819
感情,37,9,3.302585093,122.1956484
価格,32,6,3.772588722,120.7228391
博物館,33,7,3.63905733,120.0888919
参加,43,16,2.791759469,120.0456572
イメージ,46,17,2.609437912,120.034144
話,57,26,2.098612289,119.6209005
関係,50,23,2.386294361,119.3147181
美,40,13,2.945910149,117.836406
子,56,25,2.098612289,117.5222882
本体,24,2,4.891820298,117.4036872
基礎,28,4,4.17805383,116.9855072
カラー,31,6,3.772588722,116.9502504
気,69,33,1.693147181,116.8271555
ダイエット,32,7,3.63905733,116.4498345
部分,35,9,3.302585093,115.5904783
舞台,36,10,3.197224577,115.1000848
秋,39,14,2.945910149,114.8904958
ネット,41,16,2.791759469,114.4621382
俳優,29,5,3.944438979,114.3887304
社会,43,19,2.609437912,112.2058302
成長,38,13,2.945910149,111.9445857
登録,35,10,3.197224577,111.9028602
遠足,20,1,5.584967479,111.6993496
治癒,20,1,5.584967479,111.6993496
前橋,20,1,5.584967479,111.6993496
歴史,36,12,3.079441542,110.8598955
大阪,36,12,3.079441542,110.8598955
意味,46,24,2.386294361,109.7695406
最高,52,30,2.098612289,109.127839
必見,37,13,2.945910149,108.9986755
周り,39,15,2.791759469,108.8786193
平成,34,10,3.197224577,108.7056356
会話,34,10,3.197224577,108.7056356
紹介,51,29,2.098612289,107.0292267
