自分,417,41,1.693147181,706.0423743
人,696,69,1,696
お願い,339,46,1.693147181,573.9768942
がん,126,3,4.465735903,562.6827238
消滅,101,2,4.891820298,494.0738501
月,286,45,1.693147181,484.2400936
癌,108,3,4.465735903,482.2994775
楽天,126,6,3.772588722,475.346179
名古屋,161,14,2.945910149,474.291534
歌舞伎,101,3,4.465735903,451.0393262
医療,105,4,4.17805383,438.6956522
商品,148,13,2.945910149,435.9947021
サイト,147,15,2.791759469,410.388642
長寿,81,2,4.891820298,396.2374441
受験,100,5,3.944438979,394.4438979
妖怪,87,3,4.465735903,388.5190235
衆議院,69,1,5.584967479,385.362756
ミャンマー,78,2,4.891820298,381.5619833
ビジネス,118,10,3.197224577,377.2725001
教育,95,5,3.944438979,374.721703
クイズ,82,3,4.465735903,366.190344
ピックアップ,63,1,5.584967479,351.8529512
勉強,146,23,2.386294361,348.3989767
カレン,61,1,5.584967479,340.6830162
委員,79,4,4.17805383,330.0662526
国会,83,5,3.944438979,327.3884353
更新,125,17,2.609437912,326.1797391
作用,64,2,4.891820298,313.0764991
経過,70,3,4.465735903,312.6015132
羽生,74,4,4.17805383,309.1759834
