"短縮","34","0","0.0","0.0"
"ツール","30","0","0.0","0.0"
"ビジネス","30","0","0.0","0.0"
"管理","28","0","0.0","0.0"
"サービス","17","0","0.0","0.0"
"プレゼント","16","0","0.0","0.0"
"魅力","16","0","0.0","0.0"
"タダ","16","0","0.0","0.0"
"プロ","16","0","0.0","0.0"
"本物","16","0","0.0","0.0"
"相当","16","0","0.0","0.0"
"無料","16","0","0.0","0.0"
"作成","16","0","0.0","0.0"
"情報","14","0","0.0","0.0"
"必見","14","0","0.0","0.0"
"メール","14","0","0.0","0.0"
"講座","14","0","0.0","0.0"
"取得","11","0","0.0","0.0"
"メールアドレス","11","0","0.0","0.0"
"自動","11","0","0.0","0.0"
